OGs	saccharomyces_cerevisiae	schizosaccharomyces_pombe	W	X	Y	Z
4675	852536	2540002	-0.567357754732	0.513675053356	-1.27945153406	1.33313423544
4681	855342	2540820	-0.153633806045	1.66337831926	-0.567916415465	-0.941828097748
4687	851748	2542107	-0.30561001013	-1.46889972611	1.18263065787	0.591879078364
4694	853333	2540572	0.39496017856	-1.30036374649	1.38629237243	-0.4808888045
4695	851412	2540053	-0.362124772686	-1.0370284039	1.65210557282	-0.252952396235
4696	854664	2542212	-0.229284615341	0.244120350607	1.38680660677	-1.40164234204
4705	850589	2541319	-0.30531825995	-1.33251356697	1.44738301974	0.190448807178
4706	856570	2543413	0.227050331241	-1.66964777413	0.966432120131	0.476165322759
4711	850919	2539337	0.60531356072	1.25646570678	-0.529779673499	-1.33199959401
4722	855737	2538992	-1.1080363793	1.03090805912	0.962282073445	-0.885153753264
4744	852003	2539539	-0.504993809969	1.67002213101	-0.954913032313	-0.210115288726
4751	851587	2542163	-0.349513885863	-1.16478464604	1.58617482348	-0.0718762915746
4760	855616	2542278	-1.49487795663	0.353201274091	1.27400117128	-0.132324488744
